action,date,ticker,entry_price,position_size,cash_before_entry,cash_after_entry,slippage_bps,commission,net_return,exit_date,running_equity,cash_before_exit,cash_after_exit
EXIT,2026-05-26,HOOD,,1023.7768090374954,,,,1.0,0.146,2026-05-25,10737.789743478574,4094.1072361499814,5266.355459306951
ENTRY,2026-05-26,NOW,0.15,1053.2710918613902,5266.355459306951,4212.084367445561,15.0,1.0,0.146,2026-05-29,9713.012934441078,,
EXIT,2026-05-29,NOW,,1053.2710918613902,,,,1.0,0.146,2026-05-29,10919.06160571423,4212.084367445561,5418.133038718714
ENTRY,2026-05-29,PACB,0.15,1083.6266077437426,5418.133038718714,4333.5064309749705,15.0,1.0,0.146,2026-06-02,9864.79051385284,,
EXIT,2026-06-02,PACB,,1083.6266077437426,,,,1.0,0.146,2026-06-02,11105.626606327169,4333.5064309749705,5574.3425234493
ENTRY,2026-06-02,BBBY,-0.05,1114.86850468986,5574.3425234493,4458.47401875944,15.0,1.0,-0.054000000000000006,2026-06-03,10020.999998583426,,
EXIT,2026-06-03,GIS,,1238.0762421621023,,,,1.0,0.03765400570258649,2026-06-03,11304.694770628137,4458.47401875944,5742.16879080415
EXIT,2026-06-03,BBBY,,1114.86850468986,,,,1.0,-0.054000000000000006,2026-06-03,12358.360376064746,5742.16879080415,6795.834396240758
ENTRY,2026-06-03,BMEA,-0.05,1359.1668792481516,6795.834396240758,5435.667516992607,15.0,1.0,-0.054000000000000006,2026-06-06,10004.415629212783,,
ENTRY,2026-06-03,NVDA,-0.05,1087.1335033985213,5435.667516992607,4347.534013594085,15.0,1.0,-0.054000000000000006,2026-06-07,10003.415629212781,,
EXIT,2026-06-04,TME,,888.3319570358111,,,,1.0,0.0857283649642811,2026-06-04,10966.902832470794,4347.534013594085,5311.021216852097
ENTRY,2026-06-04,INTU,-0.05,1062.2042433704194,5311.021216852097,4247.816973481677,15.0,1.0,-0.054000000000000006,2026-06-08,10077.570875434983,,
EXIT,2026-06-05,FDX,,1289.694042186785,,,,1.0,0.146,2026-06-05,11554.560247781039,4247.816973481677,5724.806345827733
ENTRY,2026-06-05,UBER,0.0511950614262835,1144.9612691655466,5724.806345827733,4578.845076662186,15.0,1.0,0.047195061426283505,2026-06-25,10263.866205594253,,
EXIT,2026-06-08,SNDL,,1031.555233749428,,,,1.0,0.0247769512695575,2026-06-07,11319.980233102147,4578.845076662186,5634.9591041700805
EXIT,2026-06-08,BMEA,,1359.1668792481516,,,,1.0,-0.054000000000000006,2026-06-06,12604.752100870899,5634.9591041700805,6919.730971938832
EXIT,2026-06-08,NVDA,,1087.1335033985213,,,,1.0,-0.054000000000000006,2026-06-07,13632.1803950859,6919.730971938832,7947.159266153833
EXIT,2026-06-08,INTU,,1062.2042433704194,,,,1.0,-0.054000000000000006,2026-06-08,14636.025609314316,7947.159266153833,8951.00448038225
ENTRY,2026-06-08,TWLO,-0.05,1790.20089607645,8951.00448038225,7159.8035843058,15.0,1.0,-0.054000000000000006,2026-06-09,10094.965749547795,,
ENTRY,2026-06-08,PINS,-0.05,1431.9607168611599,7159.8035843058,5726.8428674446395,15.0,1.0,-0.054000000000000006,2026-06-11,10093.965749547795,,
ENTRY,2026-06-08,PDD,-0.05,1145.368573488928,5726.8428674446395,4580.474293955712,15.0,1.0,-0.054000000000000006,2026-06-17,10092.965749547795,,
ENTRY,2026-06-08,EDIT,-0.05,916.0948587911423,4580.474293955712,3663.3794351645693,15.0,1.0,-0.054000000000000006,2026-06-09,10091.965749547795,,
EXIT,2026-06-09,TWLO,,1790.20089607645,,,,1.0,-0.054000000000000006,2026-06-09,11784.495797236117,3663.3794351645693,5355.9094828528905
EXIT,2026-06-09,EDIT,,916.0948587911423,,,,1.0,-0.054000000000000006,2026-06-09,12650.121533652538,5355.9094828528905,6221.535219269311
ENTRY,2026-06-09,GIS,0.0631671760471411,1244.307043853862,6221.535219269311,4976.228175415448,15.0,1.0,0.0591671760471411,2026-06-29,9942.825778784945,,
ENTRY,2026-06-09,SNDL,-0.05,995.2456350830897,4976.228175415448,3979.9825403323584,15.0,1.0,-0.054000000000000006,2026-06-13,9941.825778784943,,
EXIT,2026-06-11,PINS,,1431.9607168611599,,,,1.0,-0.054000000000000006,2026-06-11,11295.460616935601,3979.9825403323584,5333.617378483015
ENTRY,2026-06-11,ZM,-0.05,1066.723475696603,5333.617378483015,4265.893902786413,15.0,1.0,-0.054000000000000006,2026-06-15,9862.499900074443,,
EXIT,2026-06-15,SNDL,,995.2456350830897,,,,1.0,-0.054000000000000006,2026-06-13,10803.002270863046,4265.893902786413,5206.396273575016
EXIT,2026-06-15,ZM,,1066.723475696603,,,,1.0,-0.054000000000000006,2026-06-15,11811.12267887203,5206.396273575016,6214.516681584002
ENTRY,2026-06-15,JKS,-0.05,1242.9033363168003,6214.516681584002,4970.613345267202,15.0,1.0,-0.054000000000000006,2026-06-18,9748.153568092339,,
ENTRY,2026-06-15,ROKU,0.0171753976761155,994.1226690534404,4970.613345267202,3975.4906762137616,15.0,1.0,0.013175397676115499,2026-07-05,9747.153568092339,,
EXIT,2026-06-17,PDD,,1145.368573488928,,,,1.0,-0.054000000000000006,2026-06-17,10829.672238612864,3975.4906762137616,5058.009346734288
ENTRY,2026-06-17,TME,-0.05,1011.6018693468575,5058.009346734288,4045.40747738743,15.0,1.0,-0.054000000000000006,2026-06-20,9683.303665123938,,
EXIT,2026-06-18,JKS,,1242.9033363168003,,,,1.0,-0.054000000000000006,2026-06-18,10858.09022127963,4045.40747738743,5220.194033543123
ENTRY,2026-06-18,INTU,-0.05,1044.0388067086246,5220.194033543123,4175.1552268344985,15.0,1.0,-0.054000000000000006,2026-06-19,9614.18688496283,,
EXIT,2026-06-22,TME,,1011.6018693468575,,,,1.0,-0.054000000000000006,2026-06-20,10570.162253364957,4175.1552268344985,5131.130595236626
EXIT,2026-06-22,INTU,,1044.0388067086246,,,,1.0,-0.054000000000000006,2026-06-19,11556.822964511317,5131.130595236626,6117.791306382985
ENTRY,2026-06-22,AMC,-0.05,1223.5582612765968,6117.791306382985,4893.233045106388,15.0,1.0,-0.054000000000000006,2026-06-23,9500.182288455835,,
ENTRY,2026-06-22,PACB,0.15,978.6466090212776,4893.233045106388,3913.5864360851106,15.0,1.0,0.146,2026-06-25,9499.182288455833,,
EXIT,2026-06-23,AMC,,1223.5582612765968,,,,1.0,-0.054000000000000006,2026-06-23,10655.668403623495,3913.5864360851106,5070.0725512527715
ENTRY,2026-06-23,RIVN,0.15,1014.0145102505543,5070.0725512527715,4055.058041002217,15.0,1.0,0.146,2026-06-28,9431.110142346899,,
FINAL_EXIT,2026-06-25,UBER,,1144.9612691655466,,,,1.0,0.047195061426283505,2026-06-25,5253.055827596747,4055.058041002217,5253.055827596747
FINAL_EXIT,2026-06-29,GIS,,1244.307043853862,,,,1.0,0.0591671760471411,2026-06-29,6569.985005371008,5253.055827596747,6569.985005371008
FINAL_EXIT,2026-07-05,ROKU,,994.1226690534404,,,,1.0,0.013175397676115499,2026-07-05,7576.205635928069,6569.985005371008,7576.205635928069
FINAL_EXIT,2026-06-25,PACB,,978.6466090212776,,,,1.0,0.146,2026-06-25,8696.734649866452,7576.205635928069,8696.734649866452
FINAL_EXIT,2026-06-28,RIVN,,1014.0145102505543,,,,1.0,0.146,2026-06-28,9857.795278613587,8696.734649866452,9857.795278613587
